grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,Run,Grass Growth,Sheep,Wolves,height,width,initial_sheep,initial_wolves,sheep_reproduce,wolf_reproduce,grass
30,5,22,379,391,0,21,20,20,100,50,0.04,0.05,True
30,5,24,380,377,2,24,20,20,100,50,0.04,0.05,True
30,5,24,381,374,1,36,20,20,100,50,0.04,0.05,True
30,5,24,382,390,0,27,20,20,100,50,0.04,0.05,True
30,5,24,383,396,0,29,20,20,100,50,0.04,0.05,True
30,5,24,384,390,0,28,20,20,100,50,0.04,0.05,True
30,5,24,385,369,1,29,20,20,100,50,0.04,0.05,True
30,5,24,386,385,0,38,20,20,100,50,0.04,0.05,True
30,5,24,387,382,0,18,20,20,100,50,0.04,0.05,True
30,5,24,388,393,0,25,20,20,100,50,0.04,0.05,True
30,5,24,389,382,0,28,20,20,100,50,0.04,0.05,True
30,5,26,390,370,4,43,20,20,100,50,0.04,0.05,True
30,5,26,391,388,0,34,20,20,100,50,0.04,0.05,True
30,5,26,392,374,0,24,20,20,100,50,0.04,0.05,True
30,5,26,393,344,3,19,20,20,100,50,0.04,0.05,True
30,5,26,394,362,1,37,20,20,100,50,0.04,0.05,True
30,5,26,395,388,0,35,20,20,100,50,0.04,0.05,True
30,5,26,396,374,1,37,20,20,100,50,0.04,0.05,True
30,5,26,397,361,1,21,20,20,100,50,0.04,0.05,True
30,5,26,398,398,0,27,20,20,100,50,0.04,0.05,True
30,5,26,399,379,1,29,20,20,100,50,0.04,0.05,True
35,2,18,400,400,0,1,20,20,100,50,0.04,0.05,True
35,2,18,401,400,0,1,20,20,100,50,0.04,0.05,True
35,2,18,402,400,0,0,20,20,100,50,0.04,0.05,True
35,2,18,403,400,0,2,20,20,100,50,0.04,0.05,True
35,2,18,404,399,0,1,20,20,100,50,0.04,0.05,True
35,2,18,405,399,0,0,20,20,100,50,0.04,0.05,True
35,2,18,406,397,0,3,20,20,100,50,0.04,0.05,True
35,2,18,407,400,0,0,20,20,100,50,0.04,0.05,True
35,2,18,408,400,0,3,20,20,100,50,0.04,0.05,True
35,2,18,409,395,0,0,20,20,100,50,0.04,0.05,True
35,2,20,410,400,0,1,20,20,100,50,0.04,0.05,True
35,2,20,411,362,3,2,20,20,100,50,0.04,0.05,True
35,2,20,412,398,0,5,20,20,100,50,0.04,0.05,True
35,2,20,413,398,0,2,20,20,100,50,0.04,0.05,True
35,2,20,414,400,0,4,20,20,100,50,0.04,0.05,True
35,2,20,415,400,0,2,20,20,100,50,0.04,0.05,True
35,2,20,416,399,0,0,20,20,100,50,0.04,0.05,True
35,2,20,417,400,0,6,20,20,100,50,0.04,0.05,True
35,2,20,418,397,0,3,20,20,100,50,0.04,0.05,True
35,2,20,419,400,0,3,20,20,100,50,0.04,0.05,True
